"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.7551574707031","87.1099090576172","100.881057739258","104.093566894531","90.206901550293","91.4094009399414","97.0914077758789","97.6032028198242","106.258689880371","104.027778625488","95.4054107666016","98.3717803955078","","","99.4520492553711","106.056129455566","","","","106.101188659668","107.025413513184","99.4091567993164","103.091186523438","93.4065933227539","",
"Africa Eastern and Southern","AFE","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","37.4372482299805","38.1651306152344","39.1263198852539","39.9748687744141","40.7140693664551","42.0730781555176","43.4300918579102","45.8736305236816","46.7124481201172","48.316291809082","49.2252311706543","50.3462409973145","53.6766014099121","50.5848197937012","50.4597282409668","49.247631072998","47.8259201049805","46.2557487487793","47.5599212646484","48.7419204711914","47.6988716125488","49.1685791015625","48.0069618225098","48.3121185302734","48.5949516296387","48.0526809692383","46.7477912902832","46.6758804321289","46.0334281921387","47.8666381835938","49.089469909668","50.4168014526367","51.5113906860352","54.0342216491699","56.8873596191406","58.7224082946777","62.2936210632324","66.6188125610352","66.8737411499023","65.3809280395508","65.7979125976562","65.8725814819336","66.4142379760742","66.4349670410156","67.4167327880859","68.6395492553711","69.875","70.3737335205078","71.271110534668","72.3049163818359","71.3362274169922","",
"Afghanistan","AFG","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","4.69612979888916","","","5.8217601776123","6.66129016876221","","9.44297027587891","13.984769821167","","","12.9104795455933","12.1153602600098","","","","","","","","17.0720405578613","","","","","","","","","","","","","","","","","","","","","","","65.5676116943359","69.0419235229492","69.7666091918945","67.502799987793","","","","",
"Africa Western and Central","AFW","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","44.6791114807129","44.6883201599121","44.4949989318848","45.1592597961426","45.7615814208984","46.2713394165039","47.285831451416","47.4605407714844","47.9665603637695","48.5355491638184","48.7898216247559","48.9982986450195","49.1733818054199","49.2759590148926","49.695011138916","49.9051208496094","49.7629814147949","49.5708694458008","49.7946510314941","49.8466911315918","50.1471405029297","50.2841796875","50.3575401306152","50.2403297424316","50.9124183654785","50.9613189697266","51.3967781066895","51.7139892578125","52.3688011169434","53.0450210571289","53.428409576416","54.0705718994141","54.3643608093262","56.4012298583984","58.999870300293","56.6535415649414","55.369010925293","58.2451782226562","59.6769790649414","61.0737609863281","62.7378616333008","62.7260284423828","63.2800102233887","64.3095169067383","64.9287796020508","64.4577789306641","64.7812118530273","64.994743347168","65.4384689331055","66.1529312133789","64.9267883300781","65.617790222168",
"Angola","AGO","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5583992004395","36.4576797485352","36.21923828125","35.8636512756348","","","","","","","","","","59.0305480957031","60.2004280090332","",
"Albania","ALB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5802612304688","","","","","","","107.92537689209","104.720672607422","","","108.718589782715","109.860473632812","107.613922119141","101.488723754883","100.700141906738","118.649780273438","87.7723236083984","106.871688842773","98.1427001953125","99.8697204589844","104.463073730469","102.025398254395","94.476188659668","97.0400924682617","94.8492889404297","97.5027618408203","91.6996002197266",
"Andorra","AND","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.7492370605469","102.424240112305","106.194686889648","","","","","","","","","","65.6756820678711","68.6015777587891","64.207649230957","66.0919494628906","62.3595504760742","61.9946098327637","61.6438407897949","60.0928115844727","","68.1592025756836",
"Arab World","ARB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","38.7168083190918","38.4603500366211","38.1569213867188","39.0900382995605","39.9208908081055","42.1888809204102","43.9194602966309","45.7280387878418","44.6294212341309","41.9859886169434","46.0448608398438","49.1798896789551","50.3800888061523","51.7338600158691","53.869270324707","57.4420204162598","57.1851806640625","57.309871673584","58.4098281860352","58.9515800476074","60.6329383850098","61.1634292602539","62.1596183776855","62.5797882080078","63.5554008483887","64.8087387084961","66.1448822021484","67.2033004760742","68.5852203369141","69.9846115112305","70.1088333129883","71.4542007446289","72.6302185058594","74.0966110229492","75.8075180053711","76.5795364379883","75.4505233764648","77.4545822143555","78.7069931030273","78.5941619873047","80.3950500488281","80.9038391113281","82.364387512207","78.4387969970703","78.7321395874023","78.0686798095703","78.0720672607422","78.3507385253906","79.3878021240234","79.6808013916016","80.7505187988281","80.9645080566406","82.3646697998047","83.7298965454102",
"United Arab Emirates","ARE","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","31.482780456543","43.2441482543945","50.2436103820801","56.5296096801758","58.1019592285156","63.166561126709","67.4396896362305","72.1637420654297","81.6128082275391","84.1032562255859","84.1941528320312","79.2840881347656","82.8166427612305","80.9661331176758","75.5915298461914","79.7032928466797","86.0195465087891","92.0921325683594","92.1190032958984","91.0666122436523","91.9542694091797","91.441650390625","87.9795913696289","86.6882781982422","86.7059478759766","91.7437591552734","95.1232070922852","112.213371276855","107.776969909668","95.6738662719727","92.1145172119141","90.7786331176758","88.3129119873047","88.7828598022461","","66.9717864990234","68.2881927490234","68.4539108276367","72.6052627563477","74.9869613647461","77.1275100708008","78.8523330688477","","","","83.0013580322266","80.0256805419922","","","100.922790527344",
"Argentina","ARG","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","73.1060562133789","75.0981597900391","","","","81.6728286743164","81.0571594238281","","","","","","","","","","","","","","","","","","","","94.6956024169922","94.9833297729492","103.833137512207","100.894821166992","100.942520141602","100.522903442383","103.205833435059","100.646942138672","98.8051834106445","95.7585906982422","96.6716003417969","99.4710311889648","103.054336547852","103.559028625488","103.731307983398","103.920051574707","104.117866516113","103.587631225586","105.598808288574","106.296783447266","107.820762634277","102.229911804199","101.081398010254","101.146430969238","105.180068969727","106.392417907715","103.885749816895","",
